Sentence,Labels
"A woman had skirt and orange boots, has long black straight hair.","{'race': 'NA', 'gender': 'female', 'hair_style': 'straight', 'hair_color': 'black', 'hair_len': 'long', 'top': 'NA', 'top_color': 'NA', 'bottom': 'skirt', 'bottom_color': 'NA', 'footwear': 'boots', 'footwear_color': 'orange', 'accessory': 'NA', 'accessory_color': 'NA'}"
"A male described as caucasian, with yellow jumper and red sneakers, that has straight hair. He is wearing earrings with the color green.","{'race': 'caucasian', 'gender': 'male', 'hair_style': 'straight', 'hair_color': 'NA', 'hair_len': 'NA', 'top': 'jumper', 'top_color': 'yellow', 'bottom': 'NA', 'bottom_color': 'NA', 'footwear': 'sneakers', 'footwear_color': 'red', 'accessory': 'earrings', 'accessory_color': 'green'}"
"A asian woman with short brown straight hair, with a green coat, green shorts and violet sandals, who is wearing a pair of yellow gloves.","{'race': 'asian', 'gender': 'female', 'hair_style': 'straight', 'hair_color': 'brown', 'hair_len': 'short', 'top': 'coat', 'top_color': 'green', 'bottom': 'shorts', 'bottom_color': 'green', 'footwear': 'sandals', 'footwear_color': 'violet', 'accessory': 'gloves', 'accessory_color': 'yellow'}"
"A female described as caucasian, is wearing T-shirt, white skirt and blue sneakers, that has short black curly hair. She is wearing a pair of gloves with the color orange.","{'race': 'caucasian', 'gender': 'female', 'hair_style': 'curly', 'hair_color': 'black', 'hair_len': 'short', 'top': 'T-shirt', 'top_color': 'NA', 'bottom': 'skirt', 'bottom_color': 'white', 'footwear': 'sneakers', 'footwear_color': 'blue', 'accessory': 'gloves', 'accessory_color': 'orange'}"
"A person with suit, jeans and yellow slippers, has long blond kinky hair. The person also is wearing a pair of sunglasses.","{'race': 'NA', 'gender': 'NA', 'hair_style': 'kinky', 'hair_color': 'blond', 'hair_len': 'long', 'top': 'suit', 'top_color': 'NA', 'bottom': 'jeans', 'bottom_color': 'NA', 'footwear': 'slippers', 'footwear_color': 'yellow', 'accessory': 'sunglasses', 'accessory_color': 'NA'}"
"A black female has short blond hair. She had a red tanktop, pants with the color yellow and shoes. She is wearing a pair of gloves with the color red.","{'race': 'black', 'gender': 'female', 'hair_style': 'NA', 'hair_color': 'blond', 'hair_len': 'short', 'top': 'tanktop', 'top_color': 'red', 'bottom': 'pants', 'bottom_color': 'yellow', 'footwear': 'shoes', 'footwear_color': 'NA', 'accessory': 'gloves', 'accessory_color': 'red'}"
"That black man, long black curly hair, a T-shirt with the color orange, black shorts and slippers.","{'race': 'black', 'gender': 'male', 'hair_style': 'curly', 'hair_color': 'black', 'hair_len': 'long', 'top': 'T-shirt', 'top_color': 'orange', 'bottom': 'shorts', 'bottom_color': 'black', 'footwear': 'slippers', 'footwear_color': 'NA', 'accessory': 'NA', 'accessory_color': 'NA'}"
"That male, weared green jumper, white trousers and shoes, that has short black wavy hair. He is wearing a pair of gloves.","{'race': 'NA', 'gender': 'male', 'hair_style': 'wavy', 'hair_color': 'black', 'hair_len': 'short', 'top': 'jumper', 'top_color': 'green', 'bottom': 'trousers', 'bottom_color': 'white', 'footwear': 'shoes', 'footwear_color': 'NA', 'accessory': 'gloves', 'accessory_color': 'NA'}"
"This person, is wearing tanktop, black pants and black boots, that has long blond wavy hair.","{'race': 'NA', 'gender': 'NA', 'hair_style': 'wavy', 'hair_color': 'blond', 'hair_len': 'long', 'top': 'tanktop', 'top_color': 'NA', 'bottom': 'pants', 'bottom_color': 'black', 'footwear': 'boots', 'footwear_color': 'black', 'accessory': 'NA', 'accessory_color': 'NA'}"
"The woman has middle white wavy hair. She weared blue T-shirt, violet pants and red slippers. She carries a black handbag.","{'race': 'NA', 'gender': 'female', 'hair_style': 'wavy', 'hair_color': 'white', 'hair_len': 'middle', 'top': 'T-shirt', 'top_color': 'blue', 'bottom': 'pants', 'bottom_color': 'violet', 'footwear': 'slippers', 'footwear_color': 'red', 'accessory': 'handbag', 'accessory_color': 'black'}"
"This caucasian man, long wavy hair, violet blouse, white skirt and black slippers, is wear a scarf.","{'race': 'caucasian', 'gender': 'male', 'hair_style': 'wavy', 'hair_color': 'NA', 'hair_len': 'long', 'top': 'blouse', 'top_color': 'violet', 'bottom': 'skirt', 'bottom_color': 'white', 'footwear': 'slippers', 'footwear_color': 'black', 'accessory': 'scarf', 'accessory_color': 'NA'}"
"The man described as caucasian, is wearing a black suit and yellow slippers, that has short blond straight hair. He is wearing a pair of red gloves.","{'race': 'caucasian', 'gender': 'male', 'hair_style': 'straight', 'hair_color': 'blond', 'hair_len': 'short', 'top': 'suit', 'top_color': 'black', 'bottom': 'NA', 'bottom_color': 'NA', 'footwear': 'slippers', 'footwear_color': 'yellow', 'accessory': 'gloves', 'accessory_color': 'red'}"
"This woman, middle curly hair, jeans and violet sneakers, is wearing a pair of red gloves.","{'race': 'NA', 'gender': 'female', 'hair_style': 'curly', 'hair_color': 'NA', 'hair_len': 'middle', 'top': 'NA', 'top_color': 'NA', 'bottom': 'jeans', 'bottom_color': 'NA', 'footwear': 'sneakers', 'footwear_color': 'violet', 'accessory': 'gloves', 'accessory_color': 'red'}"
"The black female with short gray curly hair, with a T-shirt, orange jeans and red slippers, who has a ring.","{'race': 'black', 'gender': 'female', 'hair_style': 'curly', 'hair_color': 'gray', 'hair_len': 'short', 'top': 'T-shirt', 'top_color': 'NA', 'bottom': 'jeans', 'bottom_color': 'orange', 'footwear': 'slippers', 'footwear_color': 'red', 'accessory': 'ring', 'accessory_color': 'NA'}"
"A man weared dress, white jeans and yellow boots, has middle white curly hair. The person also is wearing earrings.","{'race': 'NA', 'gender': 'male', 'hair_style': 'curly', 'hair_color': 'white', 'hair_len': 'middle', 'top': 'dress', 'top_color': 'NA', 'bottom': 'jeans', 'bottom_color': 'white', 'footwear': 'boots', 'footwear_color': 'yellow', 'accessory': 'earrings', 'accessory_color': 'NA'}"
"This woman described as asian, had a violet tanktop, blue jeans and black shoes, that has long brown kinky hair.","{'race': 'asian', 'gender': 'female', 'hair_style': 'kinky', 'hair_color': 'brown', 'hair_len': 'long', 'top': 'tanktop', 'top_color': 'violet', 'bottom': 'jeans', 'bottom_color': 'blue', 'footwear': 'shoes', 'footwear_color': 'black', 'accessory': 'NA', 'accessory_color': 'NA'}"
"That asian person, short blond straight hair, suit with the color white, white jeans and violet shoes, is wear a orange scarf.","{'race': 'asian', 'gender': 'NA', 'hair_style': 'straight', 'hair_color': 'blond', 'hair_len': 'short', 'top': 'suit', 'top_color': 'white', 'bottom': 'jeans', 'bottom_color': 'white', 'footwear': 'shoes', 'footwear_color': 'violet', 'accessory': 'scarf', 'accessory_color': 'orange'}"
"A caucasian woman weared red jumper and black trousers, has kinky hair.","{'race': 'caucasian', 'gender': 'female', 'hair_style': 'kinky', 'hair_color': 'NA', 'hair_len': 'NA', 'top': 'jumper', 'top_color': 'red', 'bottom': 'trousers', 'bottom_color': 'black', 'footwear': 'NA', 'footwear_color': 'NA', 'accessory': 'NA', 'accessory_color': 'NA'}"
The white female has middle brown straight hair. She had white shorts and yellow sneakers. She is wearing a pair of violet glasses.,"{'race': 'white', 'gender': 'female', 'hair_style': 'straight', 'hair_color': 'brown', 'hair_len': 'middle', 'top': 'NA', 'top_color': 'NA', 'bottom': 'shorts', 'bottom_color': 'white', 'footwear': 'sneakers', 'footwear_color': 'yellow', 'accessory': 'glasses', 'accessory_color': 'violet'}"
"The white woman has blue jeans and orange shoes, has long gray hair. The person also is wearing a pair of sunglasses with the color red.","{'race': 'white', 'gender': 'female', 'hair_style': 'NA', 'hair_color': 'gray', 'hair_len': 'long', 'top': 'NA', 'top_color': 'NA', 'bottom': 'jeans', 'bottom_color': 'blue', 'footwear': 'shoes', 'footwear_color': 'orange', 'accessory': 'sunglasses', 'accessory_color': 'red'}"
"The man, in a green jacket, violet pants and yellow boots, that has black straight hair. He is wearing a yellow hat.","{'race': 'NA', 'gender': 'male', 'hair_style': 'straight', 'hair_color': 'black', 'hair_len': 'NA', 'top': 'jacket', 'top_color': 'green', 'bottom': 'pants', 'bottom_color': 'violet', 'footwear': 'boots', 'footwear_color': 'yellow', 'accessory': 'hat', 'accessory_color': 'yellow'}"
"The white man wears red shirt, red skirt and red sneakers, has middle wavy hair. The person also carries a violet handbag.","{'race': 'white', 'gender': 'male', 'hair_style': 'wavy', 'hair_color': 'NA', 'hair_len': 'middle', 'top': 'shirt', 'top_color': 'red', 'bottom': 'skirt', 'bottom_color': 'red', 'footwear': 'sneakers', 'footwear_color': 'red', 'accessory': 'handbag', 'accessory_color': 'violet'}"
"This black male with blond wavy hair, in white skirt and yellow sneakers, who is wearing a hat.","{'race': 'black', 'gender': 'male', 'hair_style': 'wavy', 'hair_color': 'blond', 'hair_len': 'NA', 'top': 'NA', 'top_color': 'NA', 'bottom': 'skirt', 'bottom_color': 'white', 'footwear': 'sneakers', 'footwear_color': 'yellow', 'accessory': 'hat', 'accessory_color': 'NA'}"
"That person described as white, had a red coat, pants with the color white and red shoes, that has long gray kinky hair.","{'race': 'white', 'gender': 'NA', 'hair_style': 'kinky', 'hair_color': 'gray', 'hair_len': 'long', 'top': 'coat', 'top_color': 'red', 'bottom': 'pants', 'bottom_color': 'white', 'footwear': 'shoes', 'footwear_color': 'red', 'accessory': 'NA', 'accessory_color': 'NA'}"
"A black woman, white kinky hair, white jacket and violet slippers, has a blue ring.","{'race': 'black', 'gender': 'female', 'hair_style': 'kinky', 'hair_color': 'white', 'hair_len': 'NA', 'top': 'jacket', 'top_color': 'white', 'bottom': 'NA', 'bottom_color': 'NA', 'footwear': 'slippers', 'footwear_color': 'violet', 'accessory': 'ring', 'accessory_color': 'blue'}"
"That male with white hair, in green skirt, who is wearing white earrings.","{'race': 'NA', 'gender': 'male', 'hair_style': 'NA', 'hair_color': 'white', 'hair_len': 'NA', 'top': 'NA', 'top_color': 'NA', 'bottom': 'skirt', 'bottom_color': 'green', 'footwear': 'NA', 'footwear_color': 'NA', 'accessory': 'earrings', 'accessory_color': 'white'}"
"That caucasian man, short blond straight hair, a green tanktop, shorts with the color orange and orange shoes, is wearing a bracelet with the color red.","{'race': 'caucasian', 'gender': 'male', 'hair_style': 'straight', 'hair_color': 'blond', 'hair_len': 'short', 'top': 'tanktop', 'top_color': 'green', 'bottom': 'shorts', 'bottom_color': 'orange', 'footwear': 'shoes', 'footwear_color': 'orange', 'accessory': 'bracelet', 'accessory_color': 'red'}"
"A black female has middle white wavy hair. She weared orange jumper, violet trousers and white sneakers. She is wear a scarf with the color black.","{'race': 'black', 'gender': 'female', 'hair_style': 'wavy', 'hair_color': 'white', 'hair_len': 'middle', 'top': 'jumper', 'top_color': 'orange', 'bottom': 'trousers', 'bottom_color': 'violet', 'footwear': 'sneakers', 'footwear_color': 'white', 'accessory': 'scarf', 'accessory_color': 'black'}"
"The white person has middle black straight hair. The person wears a red suit, yellow shorts and violet sneakers. The person is wearing a bracelet with the color orange.","{'race': 'white', 'gender': 'NA', 'hair_style': 'straight', 'hair_color': 'black', 'hair_len': 'middle', 'top': 'suit', 'top_color': 'red', 'bottom': 'shorts', 'bottom_color': 'yellow', 'footwear': 'sneakers', 'footwear_color': 'violet', 'accessory': 'bracelet', 'accessory_color': 'orange'}"
"The black male has long hair. He with suit, white trousers and sandals with the color white. He is wearing a black bracelet.","{'race': 'black', 'gender': 'male', 'hair_style': 'NA', 'hair_color': 'NA', 'hair_len': 'long', 'top': 'suit', 'top_color': 'NA', 'bottom': 'trousers', 'bottom_color': 'white', 'footwear': 'sandals', 'footwear_color': 'white', 'accessory': 'bracelet', 'accessory_color': 'black'}"
"The man described as black, has slippers, that has short white kinky hair. He is wearing a violet bracelet.","{'race': 'black', 'gender': 'male', 'hair_style': 'kinky', 'hair_color': 'white', 'hair_len': 'short', 'top': 'NA', 'top_color': 'NA', 'bottom': 'NA', 'bottom_color': 'NA', 'footwear': 'slippers', 'footwear_color': 'NA', 'accessory': 'bracelet', 'accessory_color': 'violet'}"
"That black man, black kinky hair, , carries a violet handbag.","{'race': 'black', 'gender': 'male', 'hair_style': 'kinky', 'hair_color': 'black', 'hair_len': 'NA', 'top': 'NA', 'top_color': 'NA', 'bottom': 'NA', 'bottom_color': 'NA', 'footwear': 'NA', 'footwear_color': 'NA', 'accessory': 'handbag', 'accessory_color': 'violet'}"
"A person described as black, had blue T-shirt and orange shorts, that has middle black straight hair. The person has a ring with the color violet.","{'race': 'black', 'gender': 'NA', 'hair_style': 'straight', 'hair_color': 'black', 'hair_len': 'middle', 'top': 'T-shirt', 'top_color': 'blue', 'bottom': 'shorts', 'bottom_color': 'orange', 'footwear': 'NA', 'footwear_color': 'NA', 'accessory': 'ring', 'accessory_color': 'violet'}"
"The asian man has blond kinky hair. He wears violet dress, orange trousers and red sandals. He is wearing a pair of yellow gloves.","{'race': 'asian', 'gender': 'male', 'hair_style': 'kinky', 'hair_color': 'blond', 'hair_len': 'NA', 'top': 'dress', 'top_color': 'violet', 'bottom': 'trousers', 'bottom_color': 'orange', 'footwear': 'sandals', 'footwear_color': 'red', 'accessory': 'gloves', 'accessory_color': 'yellow'}"
"That black female with short brown hair, with blue suit, jeans with the color orange and blue boots, who has yellow belt.","{'race': 'black', 'gender': 'female', 'hair_style': 'NA', 'hair_color': 'brown', 'hair_len': 'short', 'top': 'suit', 'top_color': 'blue', 'bottom': 'jeans', 'bottom_color': 'orange', 'footwear': 'boots', 'footwear_color': 'blue', 'accessory': 'belt', 'accessory_color': 'yellow'}"
A black person has short brown wavy hair. The person has a dress and red skirt. The person is wearing green earrings.,"{'race': 'black', 'gender': 'NA', 'hair_style': 'wavy', 'hair_color': 'brown', 'hair_len': 'short', 'top': 'dress', 'top_color': 'NA', 'bottom': 'skirt', 'bottom_color': 'red', 'footwear': 'NA', 'footwear_color': 'NA', 'accessory': 'earrings', 'accessory_color': 'green'}"
"The woman, middle black wavy hair, a jumper with the color yellow, white shorts and orange sandals, is wearing a pair of red glasses.","{'race': 'NA', 'gender': 'female', 'hair_style': 'wavy', 'hair_color': 'black', 'hair_len': 'middle', 'top': 'jumper', 'top_color': 'yellow', 'bottom': 'shorts', 'bottom_color': 'white', 'footwear': 'sandals', 'footwear_color': 'orange', 'accessory': 'glasses', 'accessory_color': 'red'}"
"This person with middle brown curly hair, weared violet jumper, who is wearing a pair of black gloves.","{'race': 'NA', 'gender': 'NA', 'hair_style': 'curly', 'hair_color': 'brown', 'hair_len': 'middle', 'top': 'jumper', 'top_color': 'violet', 'bottom': 'NA', 'bottom_color': 'NA', 'footwear': 'NA', 'footwear_color': 'NA', 'accessory': 'gloves', 'accessory_color': 'black'}"
The asian female has brown curly hair. She is wearing yellow shirt. She is wearing a pair of glasses.,"{'race': 'asian', 'gender': 'female', 'hair_style': 'curly', 'hair_color': 'brown', 'hair_len': 'NA', 'top': 'shirt', 'top_color': 'yellow', 'bottom': 'NA', 'bottom_color': 'NA', 'footwear': 'NA', 'footwear_color': 'NA', 'accessory': 'glasses', 'accessory_color': 'NA'}"
"A caucasian female, middle gray kinky hair, a blue shirt, shorts and red boots, is wearing a orange hat.","{'race': 'caucasian', 'gender': 'female', 'hair_style': 'kinky', 'hair_color': 'gray', 'hair_len': 'middle', 'top': 'shirt', 'top_color': 'blue', 'bottom': 'shorts', 'bottom_color': 'NA', 'footwear': 'boots', 'footwear_color': 'red', 'accessory': 'hat', 'accessory_color': 'orange'}"
"This man, weared white dress, black pants and green sneakers, that has black curly hair. He is wearing a pair of yellow glasses.","{'race': 'NA', 'gender': 'male', 'hair_style': 'curly', 'hair_color': 'black', 'hair_len': 'NA', 'top': 'dress', 'top_color': 'white', 'bottom': 'pants', 'bottom_color': 'black', 'footwear': 'sneakers', 'footwear_color': 'green', 'accessory': 'glasses', 'accessory_color': 'yellow'}"
"This female described as white, with a green dress, red trousers and violet boots. She is wearing a pair of sunglasses.","{'race': 'white', 'gender': 'female', 'hair_style': 'NA', 'hair_color': 'NA', 'hair_len': 'NA', 'top': 'dress', 'top_color': 'green', 'bottom': 'trousers', 'bottom_color': 'red', 'footwear': 'boots', 'footwear_color': 'violet', 'accessory': 'sunglasses', 'accessory_color': 'NA'}"
"A asian male weared a violet tanktop, orange pants and black sandals, has long blond kinky hair. The person also is wearing a violet hat.","{'race': 'asian', 'gender': 'male', 'hair_style': 'kinky', 'hair_color': 'blond', 'hair_len': 'long', 'top': 'tanktop', 'top_color': 'violet', 'bottom': 'pants', 'bottom_color': 'orange', 'footwear': 'sandals', 'footwear_color': 'black', 'accessory': 'hat', 'accessory_color': 'violet'}"
"A white person, middle blond straight hair, trousers with the color black and yellow slippers, is wearing a hat.","{'race': 'white', 'gender': 'NA', 'hair_style': 'straight', 'hair_color': 'blond', 'hair_len': 'middle', 'top': 'NA', 'top_color': 'NA', 'bottom': 'trousers', 'bottom_color': 'black', 'footwear': 'slippers', 'footwear_color': 'yellow', 'accessory': 'hat', 'accessory_color': 'NA'}"
"This caucasian person, short blond curly hair, violet coat, green trousers and white sneakers, is wearing a pair of green sunglasses.","{'race': 'caucasian', 'gender': 'NA', 'hair_style': 'curly', 'hair_color': 'blond', 'hair_len': 'short', 'top': 'coat', 'top_color': 'violet', 'bottom': 'trousers', 'bottom_color': 'green', 'footwear': 'sneakers', 'footwear_color': 'white', 'accessory': 'sunglasses', 'accessory_color': 'green'}"
"That asian man, gray straight hair, a jumper with the color red, yellow pants and black slippers, is wearing a bracelet with the color blue.","{'race': 'asian', 'gender': 'male', 'hair_style': 'straight', 'hair_color': 'gray', 'hair_len': 'NA', 'top': 'jumper', 'top_color': 'red', 'bottom': 'pants', 'bottom_color': 'yellow', 'footwear': 'slippers', 'footwear_color': 'black', 'accessory': 'bracelet', 'accessory_color': 'blue'}"
"The female, long black straight hair, a blue shirt and violet pants, has a orange ring.","{'race': 'NA', 'gender': 'female', 'hair_style': 'straight', 'hair_color': 'black', 'hair_len': 'long', 'top': 'shirt', 'top_color': 'blue', 'bottom': 'pants', 'bottom_color': 'violet', 'footwear': 'NA', 'footwear_color': 'NA', 'accessory': 'ring', 'accessory_color': 'orange'}"
"A man described as white, in yellow sandals, that has middle gray hair. He is wear a yellow scarf.","{'race': 'white', 'gender': 'male', 'hair_style': 'NA', 'hair_color': 'gray', 'hair_len': 'middle', 'top': 'NA', 'top_color': 'NA', 'bottom': 'NA', 'bottom_color': 'NA', 'footwear': 'sandals', 'footwear_color': 'yellow', 'accessory': 'scarf', 'accessory_color': 'yellow'}"
"A caucasian male in sneakers, has long brown hair. The person also is wear a black scarf.","{'race': 'caucasian', 'gender': 'male', 'hair_style': 'NA', 'hair_color': 'brown', 'hair_len': 'long', 'top': 'NA', 'top_color': 'NA', 'bottom': 'NA', 'bottom_color': 'NA', 'footwear': 'sneakers', 'footwear_color': 'NA', 'accessory': 'scarf', 'accessory_color': 'black'}"
"A male with short blond hair, has coat, orange shorts and red sandals, who is wearing a red hat.","{'race': 'NA', 'gender': 'male', 'hair_style': 'NA', 'hair_color': 'blond', 'hair_len': 'short', 'top': 'coat', 'top_color': 'NA', 'bottom': 'shorts', 'bottom_color': 'orange', 'footwear': 'sandals', 'footwear_color': 'red', 'accessory': 'hat', 'accessory_color': 'red'}"
"The black person with a yellow coat, black jeans and green sneakers, has short brown straight hair. The person also is wearing a pair of sunglasses with the color white.","{'race': 'black', 'gender': 'NA', 'hair_style': 'straight', 'hair_color': 'brown', 'hair_len': 'short', 'top': 'coat', 'top_color': 'yellow', 'bottom': 'jeans', 'bottom_color': 'black', 'footwear': 'sneakers', 'footwear_color': 'green', 'accessory': 'sunglasses', 'accessory_color': 'white'}"
"A white woman has middle hair. She has green dress, yellow trousers and blue boots. She is wearing a blue necklace.","{'race': 'white', 'gender': 'female', 'hair_style': 'NA', 'hair_color': 'NA', 'hair_len': 'middle', 'top': 'dress', 'top_color': 'green', 'bottom': 'trousers', 'bottom_color': 'yellow', 'footwear': 'boots', 'footwear_color': 'blue', 'accessory': 'necklace', 'accessory_color': 'blue'}"
"A white woman, middle gray curly hair, a blue shirt, trousers and slippers, is wear a green scarf.","{'race': 'white', 'gender': 'female', 'hair_style': 'curly', 'hair_color': 'gray', 'hair_len': 'middle', 'top': 'shirt', 'top_color': 'blue', 'bottom': 'trousers', 'bottom_color': 'NA', 'footwear': 'slippers', 'footwear_color': 'NA', 'accessory': 'scarf', 'accessory_color': 'green'}"
"The female described as caucasian, had orange jumper, violet shorts and blue slippers, that has long gray wavy hair. She carries a handbag.","{'race': 'caucasian', 'gender': 'female', 'hair_style': 'wavy', 'hair_color': 'gray', 'hair_len': 'long', 'top': 'jumper', 'top_color': 'orange', 'bottom': 'shorts', 'bottom_color': 'violet', 'footwear': 'slippers', 'footwear_color': 'blue', 'accessory': 'handbag', 'accessory_color': 'NA'}"
"The white female, long gray kinky hair, yellow jacket and blue sneakers, is wear a yellow scarf.","{'race': 'white', 'gender': 'female', 'hair_style': 'kinky', 'hair_color': 'gray', 'hair_len': 'long', 'top': 'jacket', 'top_color': 'yellow', 'bottom': 'NA', 'bottom_color': 'NA', 'footwear': 'sneakers', 'footwear_color': 'blue', 'accessory': 'scarf', 'accessory_color': 'yellow'}"
"The white person with short gray hair, is wearing yellow suit, trousers and violet slippers, who is wearing a bracelet.","{'race': 'white', 'gender': 'NA', 'hair_style': 'NA', 'hair_color': 'gray', 'hair_len': 'short', 'top': 'suit', 'top_color': 'yellow', 'bottom': 'trousers', 'bottom_color': 'NA', 'footwear': 'slippers', 'footwear_color': 'violet', 'accessory': 'bracelet', 'accessory_color': 'NA'}"
"A black woman is wearing a suit, violet skirt and orange sneakers, has white straight hair. The person also is wearing a black hat.","{'race': 'black', 'gender': 'female', 'hair_style': 'straight', 'hair_color': 'white', 'hair_len': 'NA', 'top': 'suit', 'top_color': 'NA', 'bottom': 'skirt', 'bottom_color': 'violet', 'footwear': 'sneakers', 'footwear_color': 'orange', 'accessory': 'hat', 'accessory_color': 'black'}"
"A black male with short hair, wears green blouse and yellow jeans, who is wearing a pair of red glasses.","{'race': 'black', 'gender': 'male', 'hair_style': 'NA', 'hair_color': 'NA', 'hair_len': 'short', 'top': 'blouse', 'top_color': 'green', 'bottom': 'jeans', 'bottom_color': 'yellow', 'footwear': 'NA', 'footwear_color': 'NA', 'accessory': 'glasses', 'accessory_color': 'red'}"
A female has middle gray kinky hair. She had boots. She is wear a green scarf.,"{'race': 'NA', 'gender': 'female', 'hair_style': 'kinky', 'hair_color': 'gray', 'hair_len': 'middle', 'top': 'NA', 'top_color': 'NA', 'bottom': 'NA', 'bottom_color': 'NA', 'footwear': 'boots', 'footwear_color': 'NA', 'accessory': 'scarf', 'accessory_color': 'green'}"
"This woman described as black, in white jumper and red sandals, that has white curly hair. She carries a blue handbag.","{'race': 'black', 'gender': 'female', 'hair_style': 'curly', 'hair_color': 'white', 'hair_len': 'NA', 'top': 'jumper', 'top_color': 'white', 'bottom': 'NA', 'bottom_color': 'NA', 'footwear': 'sandals', 'footwear_color': 'red', 'accessory': 'handbag', 'accessory_color': 'blue'}"
"A caucasian male has orange tanktop, orange jeans and sneakers with the color orange, has middle gray wavy hair. The person also is wearing a pair of glasses with the color white.","{'race': 'caucasian', 'gender': 'male', 'hair_style': 'wavy', 'hair_color': 'gray', 'hair_len': 'middle', 'top': 'tanktop', 'top_color': 'orange', 'bottom': 'jeans', 'bottom_color': 'orange', 'footwear': 'sneakers', 'footwear_color': 'orange', 'accessory': 'glasses', 'accessory_color': 'white'}"
"A asian man, blond hair, yellow T-shirt and orange boots, is wearing earrings with the color orange.","{'race': 'asian', 'gender': 'male', 'hair_style': 'NA', 'hair_color': 'blond', 'hair_len': 'NA', 'top': 'T-shirt', 'top_color': 'yellow', 'bottom': 'NA', 'bottom_color': 'NA', 'footwear': 'boots', 'footwear_color': 'orange', 'accessory': 'earrings', 'accessory_color': 'orange'}"
"That white woman with middle gray wavy hair, weared red shirt and white skirt, who is wear a violet scarf.","{'race': 'white', 'gender': 'female', 'hair_style': 'wavy', 'hair_color': 'gray', 'hair_len': 'middle', 'top': 'shirt', 'top_color': 'red', 'bottom': 'skirt', 'bottom_color': 'white', 'footwear': 'NA', 'footwear_color': 'NA', 'accessory': 'scarf', 'accessory_color': 'violet'}"
"The asian male has middle white curly hair. He in a yellow tanktop, green jeans and yellow shoes. He carries a black handbag.","{'race': 'asian', 'gender': 'male', 'hair_style': 'curly', 'hair_color': 'white', 'hair_len': 'middle', 'top': 'tanktop', 'top_color': 'yellow', 'bottom': 'jeans', 'bottom_color': 'green', 'footwear': 'shoes', 'footwear_color': 'yellow', 'accessory': 'handbag', 'accessory_color': 'black'}"
"A white woman has blond wavy hair. She is wearing a suit, red skirt and shoes. She is wearing a pair of blue gloves.","{'race': 'white', 'gender': 'female', 'hair_style': 'wavy', 'hair_color': 'blond', 'hair_len': 'NA', 'top': 'suit', 'top_color': 'NA', 'bottom': 'skirt', 'bottom_color': 'red', 'footwear': 'shoes', 'footwear_color': 'NA', 'accessory': 'gloves', 'accessory_color': 'blue'}"
"A asian female, middle gray kinky hair, a white tanktop, orange shorts and yellow sneakers, is wearing a green bracelet.","{'race': 'asian', 'gender': 'female', 'hair_style': 'kinky', 'hair_color': 'gray', 'hair_len': 'middle', 'top': 'tanktop', 'top_color': 'white', 'bottom': 'shorts', 'bottom_color': 'orange', 'footwear': 'sneakers', 'footwear_color': 'yellow', 'accessory': 'bracelet', 'accessory_color': 'green'}"
"A white man is wearing blue suit and sneakers, has short brown wavy hair.","{'race': 'white', 'gender': 'male', 'hair_style': 'wavy', 'hair_color': 'brown', 'hair_len': 'short', 'top': 'suit', 'top_color': 'blue', 'bottom': 'NA', 'bottom_color': 'NA', 'footwear': 'sneakers', 'footwear_color': 'NA', 'accessory': 'NA', 'accessory_color': 'NA'}"
"A caucasian male has kinky hair. He had a T-shirt, yellow skirt and orange slippers. He is wearing a pair of white glasses.","{'race': 'caucasian', 'gender': 'male', 'hair_style': 'kinky', 'hair_color': 'NA', 'hair_len': 'NA', 'top': 'T-shirt', 'top_color': 'NA', 'bottom': 'skirt', 'bottom_color': 'yellow', 'footwear': 'slippers', 'footwear_color': 'orange', 'accessory': 'glasses', 'accessory_color': 'white'}"
"That person, short gray curly hair, a suit with the color yellow, trousers with the color black and orange sneakers, is wearing a necklace.","{'race': 'NA', 'gender': 'NA', 'hair_style': 'curly', 'hair_color': 'gray', 'hair_len': 'short', 'top': 'suit', 'top_color': 'yellow', 'bottom': 'trousers', 'bottom_color': 'black', 'footwear': 'sneakers', 'footwear_color': 'orange', 'accessory': 'necklace', 'accessory_color': 'NA'}"
The asian woman has middle gray straight hair. She in a red coat and red jeans. She carries a black handbag.,"{'race': 'asian', 'gender': 'female', 'hair_style': 'straight', 'hair_color': 'gray', 'hair_len': 'middle', 'top': 'coat', 'top_color': 'red', 'bottom': 'jeans', 'bottom_color': 'red', 'footwear': 'NA', 'footwear_color': 'NA', 'accessory': 'handbag', 'accessory_color': 'black'}"
"A male had tanktop with the color yellow, blue jeans and green boots, has long blond wavy hair. The person also is wearing a bracelet.","{'race': 'NA', 'gender': 'male', 'hair_style': 'wavy', 'hair_color': 'blond', 'hair_len': 'long', 'top': 'tanktop', 'top_color': 'yellow', 'bottom': 'jeans', 'bottom_color': 'blue', 'footwear': 'boots', 'footwear_color': 'green', 'accessory': 'bracelet', 'accessory_color': 'NA'}"
"The person, has a violet jumper, violet pants and boots, that has middle blond wavy hair. The person has a red ring.","{'race': 'NA', 'gender': 'NA', 'hair_style': 'wavy', 'hair_color': 'blond', 'hair_len': 'middle', 'top': 'jumper', 'top_color': 'violet', 'bottom': 'pants', 'bottom_color': 'violet', 'footwear': 'boots', 'footwear_color': 'NA', 'accessory': 'ring', 'accessory_color': 'red'}"
